Moderate Positive Skew,Highly Positive Skew,Moderate Negative Skew,Highly Negative Skew
1.954739673,3.22580163,10.06195863,8.814009132
1.960814542,3.228879188,10.06035741,8.812273842
1.972477434,3.231322675,10.06015256,8.811852991
1.98177952,3.231517703,10.04742573,8.804421365
1.983950963,3.232767362,10.02136682,8.804006368
1.994516098,3.236531124,10.01685972,8.801878848
1.998112136,3.237101503,10.01120916,8.800676583
1.999543572,3.238492005,10.00655715,8.799714118
2.001140063,3.23906242,9.990214773,8.792595086
2.005811634,3.243721329,9.961435333,8.792594288
2.008153192,3.24373679,9.953618416,8.7900484
2.01731129,3.244044791,9.952501824,8.787699197
2.019418208,3.244745025,9.942398744,8.786811993
2.031475876,3.249436778,9.923313714,8.786183323
2.031693006,3.250318969,9.912255652,8.78566793
2.043953025,3.250682706,9.903771441,8.784568222
2.047564851,3.251173761,9.903072036,8.783972164
2.05547823,3.251374222,9.896658769,8.781713486
2.058591902,3.251647511,9.893370753,8.781491293
2.059111265,3.254504577,9.887724682,8.780892083
2.061731376,3.255001979,9.881347179,8.78012871
2.06248297,3.256819636,9.880100554,8.780049603
2.063505687,3.2585268,9.878442671,8.775744311
2.06569733,3.260431149,9.864344774,8.773143441
2.073648922,3.262620131,9.864013166,8.772983409
2.074353885,3.264876003,9.862894553,8.77002613
2.074763554,3.266158191,9.840688188,8.769056575
2.105841694,3.266441969,9.839242259,8.766582598
2.108188588,3.268465341,9.834934609,8.76592095
2.1086631,3.268843045,9.83430758,8.762807035
2.124286372,3.268971401,9.830858229,8.762280955
2.147815017,3.269654482,9.827012863,8.761643134
2.153585764,3.269746584,9.82598228,8.757718349
2.163718132,3.271754424,9.823584118,8.755358928
2.172289973,3.272288928,9.822122893,8.753542258
2.178668936,3.272311747,9.820579256,8.750364725
2.178684279,3.275220384,9.816230673,8.74970582
2.180544822,3.27566907,9.805849688,8.746577415
2.181993755,3.276510807,9.79188338,8.743296306
2.185255193,3.281122687,9.788900936,8.73893712
2.190347536,3.281839209,9.786957387,8.735949716
2.192160859,3.284237072,9.785786801,8.735470212
2.197145513,3.287100523,9.784848524,8.732767883
2.197145831,3.287608669,9.783819697,8.731966359
2.197246069,3.288921221,9.774961127,8.731938305
2.201453501,3.289240023,9.762925719,8.726992349
2.216676196,3.28960382,9.756545959,8.718604336
2.221833395,3.290215955,9.754407271,8.717937322
2.225227356,3.291801436,9.752738543,8.713598673
2.226502305,3.291981602,9.75159567,8.711333579
2.226994195,3.292178611,9.748421696,8.711283918
2.230579042,3.293319562,9.741733667,8.707253183
2.232652854,3.29507894,9.729706544,8.706136753
2.233863695,3.295520137,9.726014071,8.704647009
2.238221286,3.298378649,9.722143362,8.697957909
2.241466245,3.302371533,9.719688512,8.696108356
2.242038364,3.30474453,9.717077146,8.695780108
2.245485065,3.305106188,9.714418015,8.695452454
2.247777676,3.306876178,9.711637115,8.693535442
2.248728688,3.311495106,9.709757159,8.693443495
2.251951523,3.313969722,9.701863412,8.691983664
2.256049679,3.318007968,9.692706946,8.687338712
2.256061761,3.31805373,9.690943176,8.681957476
2.257667844,3.318395228,9.687587215,8.681532216
2.260946314,3.319182485,9.684066002,8.680965069
2.261807644,3.322950563,9.683575915,8.678352498
2.264797201,3.328430187,9.681718259,8.677841186
2.266458728,3.329300582,9.679818605,8.675368812
2.269653108,3.330188057,9.679105714,8.675235995
2.272130066,3.330530844,9.675067083,8.67479367
2.275585492,3.331116329,9.67303096,8.674396214
2.277237412,3.331912728,9.672738128,8.673691202
2.280580015,3.333482725,9.672215545,8.672524777
2.28120423,3.333718497,9.66666841,8.671823909
2.281690863,3.3357645,9.665674045,8.671512922
2.282866161,3.336812651,9.665106748,8.668322252
2.284382137,3.336882637,9.662984005,8.665571351
2.285476945,3.337352808,9.662010957,8.665146893
2.286116197,3.337835802,9.657782514,8.662314184
2.290473104,3.341219544,9.656630843,8.658478645
2.297179653,3.34580955,9.656099844,8.657803351
2.298523902,3.347447344,9.65604723,8.655970182
2.310235224,3.353536516,9.65569911,8.654371336
2.311203912,3.355508088,9.652426082,8.652380565
2.315844241,3.35630776,9.650413884,8.65209836
2.316378762,3.356597196,9.647620986,8.65129425
2.317537521,3.357581764,9.64522278,8.648170805
2.319117395,3.359132792,9.640681532,8.646633164
2.320070278,3.362146082,9.633205755,8.64572629
2.323846066,3.362266548,9.632844645,8.64316119
2.32764146,3.363233829,9.627418677,8.640601685
2.345827633,3.365585385,9.627083001,8.639911681
2.352352207,3.36600591,9.62156906,8.63608552
2.353610815,3.371168669,9.612201158,8.635787213
2.360290888,3.374056199,9.610391444,8.635432894
2.361043656,3.374109886,9.602353129,8.634015159
2.366692831,3.374623888,9.600521996,8.632511517
2.36807833,3.377432762,9.598393506,8.632316625
2.370292137,3.377591214,9.592125601,8.630998924
2.37168653,3.378679575,9.584533763,8.628943902
2.372011682,3.378927804,9.583540755,8.627655228
2.373685559,3.37951261,9.58128657,8.626870251
2.373833821,3.380180939,9.578435847,8.626666857
2.375818167,3.383989656,9.578304469,8.625731745
2.382094306,3.384886386,9.573412875,8.62457141
2.384940629,3.385387437,9.571784719,8.624219343
2.388538173,3.386345127,9.570415282,8.622359113
2.392662406,3.386944634,9.567349923,8.617004763
2.401662342,3.389034505,9.564529244,8.616770393
2.402387425,3.3892846,9.560797783,8.616259879
2.402486571,3.389752173,9.55603418,8.615859577
2.407285166,3.389869667,9.545148038,8.613714298
2.407904047,3.392235685,9.543943158,8.61256402
2.409863276,3.392266756,9.543822262,8.609878231
2.410973547,3.39649624,9.540656691,8.609470336
2.415398796,3.397160736,9.536337556,8.609149626
2.423629404,3.397642108,9.532627594,8.605441383
2.428144208,3.398505877,9.531082224,8.604753954
2.430997621,3.399392594,9.529174089,8.602861201
2.435258428,3.400619,9.526745926,8.602737097
2.437774424,3.400766383,9.523580001,8.599638655
2.445983354,3.402374186,9.517153136,8.599577241
2.448031601,3.403701791,9.517137741,8.598963538
2.450800514,3.404306452,9.512340074,8.598679492
2.452723683,3.405543946,9.506583995,8.595287088
2.453260445,3.406765352,9.505083738,8.594957404
2.454969707,3.406953701,9.497303202,8.593366003
2.455473517,3.407994902,9.497020674,8.593209337
2.462425187,3.408604627,9.496735739,8.592842608
2.470628131,3.408671268,9.496148092,8.591473089
2.476623421,3.410962823,9.494854833,8.591086608
2.479905369,3.412241106,9.492976072,8.590845615
2.480370975,3.41386409,9.480831761,8.589427495
2.484217309,3.414997902,9.471021368,8.58812402
2.488034073,3.417128815,9.464620593,8.588098089
2.494960169,3.41721898,9.46416593,8.588079386
2.495254775,3.417551149,9.462988532,8.585750094
2.498252841,3.418454828,9.462256455,8.584247866
2.498738106,3.42045924,9.459559045,8.579124894
2.499425933,3.421457154,9.459031113,8.57864687
2.504521937,3.422962817,9.458564298,8.576931367
2.50564536,3.425248729,9.448692181,8.576108276
2.5089358,3.42723576,9.447983013,8.574683832
2.509890285,3.428048032,9.446721053,8.572276722
2.512880297,3.435427427,9.445775243,8.570647253
2.514609361,3.435669719,9.443818489,8.570448112
2.517635677,3.436349833,9.44310833,8.568909711
2.521882807,3.438056681,9.440450751,8.568363742
2.525201269,3.438182272,9.438899919,8.567165676
2.527375048,3.439145612,9.436801432,8.566405376
2.530315924,3.439423729,9.433287136,8.566159407
2.537502958,3.441689936,9.431989047,8.565051739
2.539132794,3.443055274,9.431581032,8.565045642
2.53970285,3.444003873,9.431539255,8.564920812
2.541881487,3.446770816,9.429364011,8.563918253
2.542019625,3.447578874,9.429030205,8.562141912
2.543584939,3.447719026,9.423753132,8.560659232
2.543626739,3.450710303,9.423370298,8.558769663
2.544059896,3.451127276,9.421415881,8.558737259
2.545052805,3.455800137,9.415543007,8.55752832
2.546363556,3.456036509,9.415354574,8.556969108
2.547111998,3.456274616,9.414623018,8.556122152
2.549347016,3.456465695,9.413726139,8.552543933
2.5512527,3.457222423,9.410996783,8.55065394
2.553876917,3.460527293,9.410334785,8.549227388
2.560821425,3.460794934,9.409982946,8.549132034
2.56173251,3.461006392,9.406871167,8.548579611
2.566289433,3.46147129,9.405402022,8.548479328
2.567039907,3.463981125,9.404299328,8.547399555
2.569102232,3.464307438,9.400858999,8.546956003
2.570326148,3.465759233,9.399864953,8.546876802
2.571292399,3.468136152,9.393557589,8.545495185
2.574626016,3.468450753,9.391067266,8.543682194
2.583523147,3.468711457,9.38990807,8.542121859
2.589318697,3.469355076,9.382699641,8.541854998
2.590803348,3.469795631,9.382481133,8.541019998
2.594787111,3.470798767,9.381149516,8.539255785
2.598308255,3.470900014,9.380622118,8.532817615
2.598930063,3.471919373,9.378291307,8.530588557
2.599251897,3.474181951,9.377554274,8.530333109
2.599580595,3.474349135,9.37449197,8.52832508
2.605490394,3.475049724,9.374273495,8.52453705
2.605805529,3.47556143,9.374033706,8.522893534
2.614004533,3.477483165,9.373282996,8.521127442
2.615454487,3.478072548,9.372045793,8.521095367
2.619480646,3.478555302,9.37087771,8.520551043
2.62104756,3.479463231,9.370705681,8.520385368
2.621851556,3.479577522,9.366887967,8.51885477
2.622290864,3.481504495,9.366048537,8.518568462
2.622530506,3.48178724,9.356187828,8.51780212
2.623765182,3.484996786,9.352441431,8.516647547
2.625144784,3.487112629,9.351056763,8.516495978
2.627012478,3.490046014,9.349791583,8.515981673
2.629446211,3.493608583,9.348929973,8.515501395
2.629522633,3.495382883,9.346250801,8.514490252
2.631756667,3.496281564,9.344744156,8.512431368
2.632531814,3.497871595,9.342926261,8.511229289
2.642638016,3.498167677,9.340609338,8.510239582
2.644929736,3.498454535,9.33918726,8.51016787
2.647119286,3.500069963,9.336662889,8.509617145
2.648122868,3.500420822,9.33469372,8.509336656
2.653970234,3.500849497,9.332145258,8.509275274
2.656654018,3.501250074,9.331634569,8.50893873
2.659451608,3.503261512,9.331203968,8.508914774
2.660887427,3.503535016,9.327504184,8.506861243
2.664428184,3.503926658,9.325890707,8.50606992
2.670418531,3.505266585,9.323719021,8.503358746
2.671377537,3.506685086,9.32359585,8.502366065
2.672871831,3.507766794,9.322861512,8.502225583
2.67643464,3.509076922,9.317284873,8.500806507
2.677216561,3.509867653,9.316811124,8.499595307
2.683890766,3.51024968,9.315756749,8.498785495
2.684089481,3.510571041,9.314872704,8.498058842
2.685407986,3.510581624,9.314596347,8.497637628
2.685737354,3.510603002,9.313610663,8.497247084
2.685856933,3.510713274,9.308701053,8.494110405
2.687729656,3.511175789,9.303521529,8.493095476
2.687842205,3.512820267,9.302171354,8.492799071
2.695139286,3.514562069,9.30092832,8.491791135
2.697638361,3.514686939,9.299534146,8.491431183
2.697912204,3.514732252,9.297765807,8.489684987
2.701628758,3.515205442,9.294460099,8.489645239
2.705134384,3.515994346,9.294388231,8.488346553
2.706784554,3.517233885,9.29328132,8.485682016
2.71136688,3.518015989,9.293242068,8.484934458
2.71569106,3.518996893,9.286679925,8.484337549
2.71688697,3.520030269,9.279493936,8.484082151
2.718922347,3.521561826,9.279247891,8.483906898
2.719959014,3.522298497,9.275911303,8.483719423
2.725024097,3.524156074,9.275206279,8.4806884
2.731127934,3.524309637,9.274038839,8.477979006
2.731936985,3.524913755,9.272742647,8.476665655
2.740283845,3.525128768,9.271736613,8.476527246
2.741799302,3.526238702,9.26944178,8.47606792
2.742716838,3.527269896,9.269378229,8.474955567
2.745108324,3.527348387,9.269072581,8.473884199
2.747352964,3.528552766,9.266313013,8.473868373
2.749128615,3.528791255,9.263352646,8.473312768
2.751105806,3.529042849,9.262479531,8.472692764
2.751998116,3.52946529,9.260496118,8.470809374
2.75263428,3.5308925,9.25600431,8.470527698
2.754893959,3.532136549,9.254854739,8.469523924
2.75678037,3.532252568,9.25484064,8.466561449
2.76037794,3.532487006,9.254223456,8.461650311
2.761378896,3.532731618,9.2504421,8.460890146
2.761647344,3.53293536,9.250391836,8.460018258
2.762143886,3.534367719,9.249349342,8.459640119
2.763750409,3.534962569,9.245571047,8.459507369
2.765466013,3.536551627,9.244782924,8.458417476
2.7717829,3.536764022,9.240142169,8.455403913
2.772037454,3.536769583,9.233453124,8.454727649
2.772151749,3.53720037,9.232352988,8.45419826
2.775567129,3.538578372,9.231581099,8.44997246
2.776609951,3.539239867,9.231139414,8.44970177
2.777042818,3.540520277,9.229760342,8.449578231
2.778944106,3.541931077,9.226284833,8.449554715
2.77988642,3.543447753,9.225607105,8.449143289
2.783208702,3.545961147,9.224466233,8.448964941
2.78396011,3.547505,9.223843777,8.448815371
2.788635817,3.547765459,9.219670618,8.448621494
2.793309688,3.548996164,9.219493194,8.447398199
2.79343371,3.549091923,9.217451833,8.445553254
2.79478427,3.549706709,9.215373325,8.445462039
2.796959091,3.551172171,9.214595644,8.444200239
2.803870945,3.551797802,9.214279635,8.444121795
2.804786755,3.551825618,9.211542232,8.443802169
2.807054604,3.552418793,9.209722277,8.442985753
2.809926763,3.552668952,9.205184738,8.441469133
2.814247294,3.552799965,9.203243087,8.441294641
2.814374491,3.552827541,9.203068852,8.440483781
2.81589262,3.552902392,9.20285834,8.439373257
2.815970779,3.553660295,9.201037753,8.436555962
2.816476263,3.553780877,9.199069587,8.434713873
2.816718927,3.555042694,9.198662355,8.433044051
2.81981383,3.555347755,9.196416904,8.432687778
2.820321743,3.555605567,9.196201367,8.432685475
2.821908509,3.55658596,9.192123199,8.431077865
2.823401483,3.557347906,9.191766029,8.430439977
2.823452497,3.559744307,9.188782847,8.429008013
2.823799148,3.562626421,9.185923042,8.428581933
2.82615324,3.562710123,9.183419187,8.428375209
2.82677663,3.563038137,9.183163555,8.428276185
2.828464286,3.563044034,9.179488544,8.428064747
2.829130264,3.564879704,9.178464182,8.426177306
2.829987558,3.565018866,9.175369623,8.426153281
2.830890249,3.567197783,9.174328887,8.425608407
2.832728261,3.568577212,9.173885126,8.425085533
2.833923275,3.569455629,9.17104736,8.425021001
2.834772326,3.570158739,9.17048729,8.423880409
2.835229374,3.572453083,9.169007433,8.423612458
2.83587516,3.572486214,9.165041467,8.423372107
2.836578658,3.57523389,9.159387674,8.422470364
2.837396293,3.576761197,9.155805348,8.422407665
2.839072857,3.577840422,9.155796608,8.422405319
2.83915177,3.578846907,9.154647344,8.421095909
2.839825965,3.579468144,9.150654426,8.420632342
2.840241919,3.580940378,9.146353073,8.420123238
2.840406198,3.583711161,9.146228509,8.419840088
2.841187612,3.584218655,9.14508575,8.418169244
2.841429462,3.587481237,9.143115204,8.415527229
2.845010616,3.588037003,9.141859717,8.415167504
2.84691277,3.588352053,9.140816383,8.414333175
2.847083201,3.588523911,9.128458012,8.413726017
2.847382691,3.589053027,9.12608176,8.412393573
2.848463433,3.589141818,9.125688483,8.410322156
2.849513403,3.58946059,9.125637662,8.409831719
2.849621381,3.590353549,9.124284018,8.403215379
2.849874638,3.590474024,9.122769454,8.402474702
2.850074473,3.591480992,9.120953714,8.402398801
2.855298282,3.592148753,9.120244987,8.401859726
2.855471787,3.593065036,9.120123262,8.400723935
2.856656031,3.594493084,9.116821054,8.398868134
2.857558267,3.594966164,9.11540737,8.398261746
2.858846089,3.595122332,9.115188593,8.397682281
2.861265268,3.596412101,9.11344741,8.397622822
2.86268064,3.596816421,9.112244137,8.397140255
2.86430093,3.600115469,9.108638846,8.396482508
2.864335281,3.600115513,9.104577034,8.396250193
2.864474217,3.600410889,9.103015669,8.394351184
2.865437008,3.601884996,9.101302457,8.393479646
2.866726433,3.60190312,9.101199135,8.392261646
2.869038818,3.602041013,9.100162722,8.392222594
2.873121006,3.602524943,9.099068826,8.39046718
2.875443321,3.602625758,9.098109986,8.388414645
2.878003739,3.603646558,9.097756284,8.387723261
2.88041695,3.604178458,9.097600864,8.38751665
2.882581947,3.604282686,9.094441652,8.386734834
2.885502178,3.605891128,9.093284011,8.385637267
2.885972435,3.60601904,9.093202917,8.385570868
2.887343057,3.607610275,9.091309266,8.385312628
2.889443297,3.607626236,9.089353589,8.385272277
2.890254499,3.608653752,9.088892876,8.385106241
2.892695971,3.609294795,9.08798297,8.384663762
2.897457462,3.609688481,9.08413423,8.384387305
2.903742137,3.610407838,9.082891506,8.38362865
2.904791979,3.611762804,9.082768878,8.38322857
2.907550135,3.612256303,9.081942923,8.383051939
2.914272613,3.614078937,9.081829055,8.382252483
2.917384967,3.615536621,9.081412344,8.382217459
2.91776227,3.616198311,9.079727276,8.380929158
2.917917264,3.616571714,9.075865656,8.380756644
2.918850633,3.616677893,9.072941751,8.380091104
2.920531571,3.616694828,9.071155962,8.379531357
2.92116383,3.616853204,9.069815559,8.379090604
2.925304727,3.617203137,9.067868114,8.374856701
2.927645876,3.61768414,9.067077994,8.373752049
2.929241156,3.618483811,9.065931441,8.373726713
2.92991844,3.618503055,9.065722621,8.37281634
2.930520717,3.621470514,9.063928499,8.372645829
2.934420828,3.623157644,9.063701288,8.372154509
2.936647512,3.624795634,9.058575377,8.371353902
2.938666891,3.624990286,9.058513344,8.370668686
2.940153716,3.626237023,9.051320361,8.370037945
2.944720144,3.629180329,9.04938003,8.369404267
2.946599178,3.630217368,9.049261455,8.369026983
2.946956276,3.63084875,9.047719462,8.368470862
2.951239973,3.630885831,9.045615593,8.368177386
2.952165893,3.631741722,9.045383737,8.367621882
2.956660889,3.632088437,9.04510049,8.366954286
2.959870217,3.632137388,9.044478199,8.366589283
2.965231179,3.632381884,9.043696085,8.366324776
2.966039803,3.633692084,9.04189343,8.36131445
2.968893869,3.633912779,9.04183523,8.360924465
2.972992092,3.634403544,9.039487908,8.360544596
2.97450124,3.634748122,9.039240826,8.359256423
2.975327373,3.636729193,9.038640349,8.358249831
2.97537926,3.636749714,9.038566406,8.355865533
2.975414669,3.637436765,9.038351402,8.355399681
2.976076076,3.637632886,9.034760287,8.35385205
2.976101528,3.638859795,9.031958412,8.353023172
2.979870368,3.63898586,9.027858785,8.352536432
2.979906612,3.63904238,9.027504555,8.351244948
2.980197166,3.639622058,9.02447001,8.351169846
2.982187211,3.639647787,9.019650799,8.349797007
2.983970035,3.640181606,9.018637101,8.349323927
2.984592722,3.6402538,9.018256271,8.349093321
2.984593081,3.640299643,9.016824291,8.347285965
2.9857213,3.640707056,9.014153528,8.347225512
2.986746652,3.641106372,9.013421048,8.347100403
2.990039522,3.642468188,9.013359616,8.346307652
2.990642988,3.64321459,9.013303105,8.344157672
2.990910741,3.644044792,9.012656065,8.343577637
2.991358743,3.644046755,9.012051956,8.342427266
2.994787698,3.648116061,9.008045198,8.342294751
2.994900144,3.648824962,9.0036603,8.341927799
2.995476621,3.6490417,9.003271041,8.341292909
2.995593416,3.649460494,9.000469591,8.341157001
2.996909279,3.649587624,9.000270946,8.340528482
2.998968546,3.650000513,8.997308304,8.340083558
2.999133824,3.650826144,8.995242823,8.339779219
2.99916886,3.651596026,8.994719268,8.339658739
3.000649555,3.653123665,8.994575859,8.339480055
3.000669388,3.653458339,8.991454263,8.339378111
3.001382795,3.653669652,8.989918029,8.338953983
3.002569552,3.6538782,8.989746579,8.338047583
3.002744922,3.655752789,8.989054735,8.336695596
3.003499468,3.656752759,8.98687087,8.334826678
3.00415947,3.657387873,8.986827504,8.334685389
3.004817877,3.65748942,8.984992642,8.334519581
3.005033053,3.658934809,8.984634297,8.33429606
3.005176974,3.659379604,8.980176894,8.333589095
3.006460274,3.663203016,8.979688219,8.332440873
3.008744711,3.665444592,8.977577741,8.331655597
3.008993262,3.666117005,8.976952447,8.331218686
3.009057459,3.666408393,8.974811429,8.330854279
3.01027442,3.666600369,8.972062783,8.327485477
3.014964824,3.666794168,8.970977208,8.326501311
3.015736297,3.666919484,8.966344722,8.325406408
3.017497416,3.666963781,8.964179404,8.325144548
3.017658889,3.667086998,8.95822685,8.323550262
3.017797695,3.66752704,8.957738966,8.322597693
3.018427615,3.669105027,8.954580016,8.32257064
3.01882427,3.670613131,8.953744109,8.321845073
3.023113087,3.670725223,8.952079726,8.321023984
3.025197037,3.671280105,8.949440878,8.320791511
3.025583181,3.672718998,8.948386929,8.320246191
3.026254252,3.672855284,8.948180887,8.319870508
3.027454973,3.674126085,8.947836519,8.319212087
3.034916932,3.674324359,8.94722801,8.31873928
3.035979004,3.676148176,8.946997242,8.317989749
3.036425986,3.677070501,8.945543536,8.316289582
3.037647991,3.678644947,8.944351044,8.316028117
3.038075102,3.679381814,8.943688165,8.315730719
3.038728224,3.680295885,8.941760286,8.315659694
3.041178555,3.681430888,8.940105512,8.314764482
3.041720173,3.682394466,8.939890894,8.314055872
3.043098535,3.683653818,8.938032696,8.31375998
3.048735338,3.685218267,8.936959915,8.313543319
3.048878364,3.686074702,8.936896636,8.313443953
3.049964249,3.687794953,8.934176893,8.313423593
3.05162824,3.688402819,8.930061849,8.313388646
3.051816124,3.689245282,8.929824874,8.313190239
3.05311589,3.68965204,8.926989602,8.312301095
3.05502676,3.689868552,8.926802317,8.311768975
3.055507646,3.689940607,8.923577825,8.311747197
3.05767103,3.690158006,8.923506092,8.311122023
3.059103785,3.690938716,8.921621899,8.311081789
3.061335494,3.691108861,8.919656453,8.31021208
3.06151815,3.691615837,8.919264171,8.309451337
3.062185142,3.691741187,8.915976083,8.309353869
3.064724157,3.692037486,8.915795995,8.307822625
3.066165405,3.692381097,8.91093146,8.307645226
3.066424019,3.693246193,8.908945332,8.307268774
3.066953086,3.69328177,8.907598233,8.306911664
3.070930324,3.696756041,8.906397893,8.30674041
3.072324941,3.697516541,8.904851761,8.306632647
3.072338913,3.697752561,8.904597212,8.306388345
3.073350316,3.697867397,8.904445458,8.306342238
3.076475941,3.697966116,8.903885492,8.306252277
3.076618407,3.698702831,8.903681941,8.306251269
3.077700361,3.699034453,8.903639263,8.305952825
3.07791713,3.700834116,8.903196425,8.305679469
3.078882987,3.701026271,8.898706899,8.304954525
3.080236,3.701158588,8.898272934,8.304563379
3.080453214,3.701458149,8.89826515,8.304420195
3.081625265,3.702447415,8.897655871,8.303013257
3.082823137,3.702812983,8.897570035,8.30294923
3.083624184,3.703052371,8.897512847,8.302479364
3.084194385,3.703428644,8.896266501,8.300968488
3.084619157,3.703508819,8.893049187,8.299096317
3.085933641,3.70376889,8.890948918,8.298326195
3.086941712,3.704440143,8.890507116,8.298157682
3.088141634,3.704985807,8.888231856,8.297895395
3.088489537,3.705794504,8.887917854,8.296809746
3.0892265,3.707836277,8.887541127,8.29644623
3.089761469,3.70786976,8.886372344,8.296160559
3.090672979,3.709824709,8.884958511,8.295827895
3.094803621,3.713546102,8.88436478,8.295455651
3.095581025,3.714262115,8.881972403,8.294368826
3.096775176,3.715140456,8.880268987,8.292592827
3.099973615,3.715369463,8.87984533,8.292553155
3.102478135,3.71728748,8.877669017,8.292092201
3.104800585,3.718306395,8.87740374,8.289629946
3.106965227,3.719714436,8.876839367,8.289406286
3.110425789,3.720270917,8.876497861,8.287400701
3.11140431,3.721192059,8.874978608,8.287348334
3.11289758,3.726305212,8.874944059,8.28660351
3.113421025,3.726979584,8.873625621,8.286400255
3.113962794,3.727220285,8.873620258,8.284575233
3.115601445,3.727905318,8.872996559,8.283951012
3.117520566,3.728225196,8.872606361,8.283359318
3.118223614,3.728992763,8.872447412,8.282243927
3.123049342,3.729201168,8.87193822,8.281855619
3.123533769,3.73002908,8.871476251,8.281560113
3.125952789,3.731308149,8.868407329,8.281445461
3.126118158,3.732610838,8.867683009,8.280727896
3.126216466,3.732722015,8.866794218,8.280038528
3.127756501,3.733423925,8.866566986,8.279687855
3.12811819,3.733572666,8.866301134,8.278909378
3.129750242,3.733643291,8.866028761,8.278349325
3.130468269,3.734441155,8.865776551,8.276871066
3.130609774,3.734670349,8.865406251,8.276159756
3.13065528,3.735012154,8.864817715,8.274555424
3.13138015,3.735831459,8.863290464,8.272219461
3.131630077,3.737834337,8.861125137,8.271329092
3.132583149,3.73858031,8.858922255,8.270198513
3.13651745,3.739489968,8.858230951,8.269993197
3.138408417,3.739592213,8.858103263,8.269235721
3.13953755,3.739810646,8.856424155,8.268925336
3.140122173,3.73984984,8.855358445,8.268630195
3.141127265,3.740317043,8.855162719,8.26862138
3.142526039,3.740950786,8.853917218,8.268273452
3.144715765,3.741116416,8.853902199,8.268007605
3.147333936,3.74122171,8.851175947,8.267240075
3.147548744,3.74160683,8.849393821,8.266297836
3.147674999,3.742460041,8.849133088,8.26628585
3.148472514,3.743308116,8.848909955,8.265509378
3.150822447,3.744777291,8.84631398,8.26543549
3.151523654,3.744820708,8.845811756,8.265315619
3.152035831,3.746417,8.84538977,8.264840071
3.155833143,3.74674346,8.842904482,8.262985205
3.156037267,3.747740229,8.839809507,8.262957559
3.156253469,3.74824644,8.839744714,8.261320936
3.156355223,3.748317758,8.838055836,8.260350811
3.159820193,3.748818681,8.837345267,8.25769104
3.159849266,3.749374096,8.837185429,8.257400434
3.160443483,3.749633666,8.833003706,8.257344143
3.161708465,3.749906373,8.827517845,8.256421062
3.163056667,3.752130989,8.826983779,8.255659307
3.163242573,3.752458792,8.825951483,8.255369976
3.163346754,3.753545306,8.825904718,8.255158914
3.16449633,3.753554745,8.824342767,8.255032102
3.164512586,3.753601626,8.823472885,8.25485187
3.168131359,3.755169132,8.821371716,8.253779531
3.168494548,3.755961263,8.820854855,8.253614469
3.170133371,3.756441216,8.818162238,8.252252697
3.17083601,3.756820769,8.818160417,8.251632129
3.171724178,3.757796573,8.817730319,8.251321389
3.172991471,3.757874799,8.817660565,8.251208532
